id,chart,hardness,avg_inference_time,total_inference_time,inference_count,total_prompt_tokens,total_response_tokens,total_tokens,avg_prompt_tokens,avg_response_tokens,avg_total_tokens,token_count,code execution_fail_rate,surface-form check_fail_rate,deconstruction_fail_rate,chart type check_fail_rate,data check_fail_rate,order check_fail_rate,layout check_fail_rate,scale and ticks check_fail_rate,invalid_rate,illegal rate,pass_rate,readability_score,quality_score,is_multi_table,text_model,vision_model
293,Bar,Hard,14.0763,14.0763,1,6359,442,6801,6359.0,442.0,6801.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
295,Bar,Hard,14.2003,28.4006,2,12714,892,13606,6357.0,446.0,6803.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
296,Bar,Hard,14.3608,14.3608,1,6363,451,6814,6363.0,451.0,6814.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
297,Bar,Medium,9.3819,18.7639,2,12698,588,13286,6349.0,294.0,6643.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
306,Pie,Easy,9.9828,29.9483,3,14987,945,15932,4995.6667,315.0,5310.6667,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
308,Scatter,Easy,15.4697,30.9395,2,12560,965,13525,6280.0,482.5,6762.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-14B-Instruct,None
312,Pie,Hard,10.1235,20.247,2,11166,629,11795,5583.0,314.5,5897.5,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
316,Line,Medium,9.0926,27.2779,3,19023,854,19877,6341.0,284.6667,6625.6667,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
328,Scatter,Medium,13.8812,27.7623,2,12564,869,13433,6282.0,434.5,6716.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-14B-Instruct,None
335,Bar,Medium,14.4504,14.4504,1,6363,454,6817,6363.0,454.0,6817.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
338,Pie,Easy,6.6659,6.6659,1,4991,210,5201,4991.0,210.0,5201.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
340,Bar,Medium,10.265,10.265,1,6347,322,6669,6347.0,322.0,6669.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
342,Line,Medium,13.668,27.3359,2,12736,859,13595,6368.0,429.5,6797.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
354,Scatter,Easy,7.3548,36.774,5,23444,1160,24604,4688.8,232.0,4920.8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
367,Bar,Medium,5.9058,11.8115,2,9304,371,9675,4652.0,185.5,4837.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
368,Bar,Hard,15.5725,15.5725,1,5261,481,5742,5261.0,481.0,5742.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-14B-Instruct,None
370,Pie,Medium,15.2594,15.2594,1,5258,482,5740,5258.0,482.0,5740.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-14B-Instruct,None
376,Bar,Easy,5.4318,27.1588,5,24568,851,25419,4913.6,170.2,5083.8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
387,Grouping Scatter,Easy,15.0591,60.2363,4,19626,1908,21534,4906.5,477.0,5383.5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
399,Scatter,Easy,8.5534,25.6603,3,14840,808,15648,4946.6667,269.3333,5216.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
400,Scatter,Easy,8.1149,16.2298,2,9898,512,10410,4949.0,256.0,5205.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
402,Pie,Medium,9.0873,18.1747,2,9826,574,10400,4913.0,287.0,5200.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
403,Bar,Medium,8.364,8.364,1,4912,264,5176,4912.0,264.0,5176.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
405,Bar,Easy,8.4069,16.8139,2,9792,531,10323,4896.0,265.5,5161.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
409,Grouping Scatter,Easy,9.1831,9.1831,1,4904,290,5194,4904.0,290.0,5194.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
416,Line,Medium,8.3116,8.3116,1,4881,260,5141,4881.0,260.0,5141.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
419,Pie,Medium,10.2607,20.5214,2,9340,648,9988,4670.0,324.0,4994.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-14B-Instruct,None
432,Scatter,Easy,7.5904,22.7711,3,14625,718,15343,4875.0,239.3333,5114.3333,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
433,Pie,Medium,11.088,33.2641,3,14973,1049,16022,4991.0,349.6667,5340.6667,3,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,True,Qwen/Qwen2.5-Coder-14B-Instruct,None
440,Bar,Hard,14.9319,14.9319,1,6326,463,6789,6326.0,463.0,6789.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-14B-Instruct,None
441,Bar,Hard,12.6449,12.6449,1,6330,397,6727,6330.0,397.0,6727.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-14B-Instruct,None
