id,chart,hardness,avg_inference_time,total_inference_time,inference_count,total_prompt_tokens,total_response_tokens,total_tokens,avg_prompt_tokens,avg_response_tokens,avg_total_tokens,token_count,code execution_fail_rate,surface-form check_fail_rate,deconstruction_fail_rate,chart type check_fail_rate,data check_fail_rate,order check_fail_rate,layout check_fail_rate,scale and ticks check_fail_rate,invalid_rate,illegal rate,pass_rate,quality_score,readability_score,is_multi_table,text_model,vision_model
61@y_name@ASC,Bar,Medium,7.2987,29.1947,4,2939,1045,3984,734.75,261.25,996.0,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1324@y_name@ASC,Bar,Medium,6.489,12.978,2,1729,460,2189,864.5,230.0,1094.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1328@x_name@ASC,Bar,Medium,6.4629,6.4629,1,855,230,1085,855.0,230.0,1085.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
483@x_name@ASC,Bar,Medium,7.0677,14.1355,2,1801,504,2305,900.5,252.0,1152.5,2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1015@y_name@DESC,Bar,Medium,7.3249,14.6499,2,1673,520,2193,836.5,260.0,1096.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1017@y_name@ASC,Bar,Hard,7.7187,7.7187,1,986,270,1256,986.0,270.0,1256.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1019@x_name@DESC,Bar,Hard,8.3101,8.3101,1,987,300,1287,987.0,300.0,1287.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1022@y_name@ASC,Bar,Medium,7.1364,14.2728,2,1636,508,2144,818.0,254.0,1072.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2594@y_name@DESC,Bar,Medium,6.8422,41.0531,6,5491,1437,6928,915.1667,239.5,1154.6667,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
909@y_name@ASC,Bar,Medium,6.9736,27.8942,4,3743,982,4725,935.75,245.5,1181.25,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
911@y_name@DESC,Bar,Hard,8.7143,26.1428,3,3783,912,4695,1261.0,304.0,1565.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
690@y_name@DESC,Bar,Medium,7.0138,35.0689,5,4516,1228,5744,903.2,245.6,1148.8,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
692@x_name@ASC,Bar,Extra Hard,9.9477,9.9477,1,1182,351,1533,1182.0,351.0,1533.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
700@x_name@DESC,Bar,Hard,7.8781,23.6342,3,2985,829,3814,995.0,276.3333,1271.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
816@y_name@DESC,Bar,Hard,8.0449,8.0449,1,831,280,1111,831.0,280.0,1111.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
827@y_name@ASC,Bar,Medium,7.0865,35.4327,5,4437,1242,5679,887.4,248.4,1135.8,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
829@x_name@ASC,Bar,Medium,8.1697,24.5091,3,2283,863,3146,761.0,287.6667,1048.6667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
833@y_name@DESC,Bar,Hard,8.8769,17.7539,2,1660,624,2284,830.0,312.0,1142.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
847@y_name@DESC,Bar,Hard,31.5709,63.1417,2,5498,2234,7732,2749.0,1117.0,3866.0,2,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
851@y_name@DESC,Stacked Bar,Extra Hard,44.9523,89.9045,2,9330,3172,12502,4665.0,1586.0,6251.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
853@y_name@DESC,Bar,Extra Hard,9.6722,9.6722,1,994,338,1332,994.0,338.0,1332.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1987@x_name@ASC,Bar,Medium,7.0872,7.0872,1,850,251,1101,850.0,251.0,1101.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1991@y_name@DESC,Bar,Hard,12.3455,24.691,2,1823,877,2700,911.5,438.5,1350.0,2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2010@x_name@DESC,Bar,Medium,7.3704,14.7408,2,1715,519,2234,857.5,259.5,1117.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2024@y_name@DESC,Bar,Hard,14.0772,28.1543,2,2834,999,3833,1417.0,499.5,1916.5,2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2028@y_name@DESC,Bar,Hard,74.5734,74.5734,1,4702,2651,7353,4702.0,2651.0,7353.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2030@y_name@ASC,Bar,Medium,9.1025,27.3074,3,2586,977,3563,862.0,325.6667,1187.6667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2031@y_name@ASC,Bar,Hard,16.0923,32.1846,2,2845,1157,4002,1422.5,578.5,2001.0,2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
709@y_name@DESC,Bar,Medium,6.2579,12.5158,2,2062,442,2504,1031.0,221.0,1252.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
171@x_name@DESC,Line,Medium,8.6659,17.3317,2,1958,568,2526,979.0,284.0,1263.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2451@y_name@ASC,Bar,Medium,7.0379,14.0758,2,1548,495,2043,774.0,247.5,1021.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2453@y_name@DESC,Bar,Medium,7.403,37.0151,5,3863,1325,5188,772.6,265.0,1037.6,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2454@y_name@DESC,Bar,Hard,7.1818,7.1818,1,865,256,1121,865.0,256.0,1121.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2455@x_name@ASC,Bar,Hard,10.1646,30.4938,3,2620,1091,3711,873.3333,363.6667,1237.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2456@y_name@ASC,Bar,Hard,10.3744,51.8719,5,4352,1853,6205,870.4,370.6,1241.0,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
486@y_name@DESC,Bar,Medium,8.2831,33.1324,4,4954,1162,6116,1238.5,290.5,1529.0,4,0.0,0.25,0.0,0.75,0.75,0.0,0.0,0.0,0.25,0.75,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
490@y_name@ASC,Bar,Hard,7.5531,30.2125,4,3857,1065,4922,964.25,266.25,1230.5,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2904@y_name@DESC,Bar,Medium,6.7586,27.0345,4,3637,945,4582,909.25,236.25,1145.5,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2909@x_name@ASC,Bar,Medium,6.8336,20.5009,3,4069,710,4779,1356.3333,236.6667,1593.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2915@y_name@ASC,Bar,Easy,6.6003,13.2005,2,2688,462,3150,1344.0,231.0,1575.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2931@y_name@DESC,Bar,Extra Hard,24.6042,49.2084,2,8041,1682,9723,4020.5,841.0,4861.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
920@y_name@ASC,Bar,Extra Hard,18.858,37.7161,2,5054,1317,6371,2527.0,658.5,3185.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
921@y_name@DESC,Stacked Bar,Hard,11.0736,11.0736,1,1109,399,1508,1109.0,399.0,1508.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2985@y_name@DESC,Stacked Bar,Extra Hard,9.8377,9.8377,1,973,351,1324,973.0,351.0,1324.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2993@y_name@ASC,Bar,Medium,7.0252,14.0504,2,1540,498,2038,770.0,249.0,1019.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3001@x_name@ASC,Bar,Extra Hard,9.1945,18.389,2,1701,655,2356,850.5,327.5,1178.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3002@y_name@ASC,Bar,Medium,7.438,14.876,2,1462,531,1993,731.0,265.5,996.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3005@x_name@ASC,Bar,Medium,6.8789,13.7579,2,1776,484,2260,888.0,242.0,1130.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3007@y_name@ASC,Bar,Medium,7.4349,7.4349,1,895,264,1159,895.0,264.0,1159.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3014@y_name@ASC,Bar,Extra Hard,8.4222,8.4222,1,987,301,1288,987.0,301.0,1288.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3015@x_name@DESC,Bar,Extra Hard,9.5965,9.5965,1,974,343,1317,974.0,343.0,1317.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3022@x_name@DESC,Bar,Extra Hard,10.2686,10.2686,1,977,362,1339,977.0,362.0,1339.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1462@x_name@ASC,Bar,Medium,8.4442,8.4442,1,821,297,1118,821.0,297.0,1118.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1470@y_name@ASC,Bar,Extra Hard,9.1417,27.4251,3,3306,960,4266,1102.0,320.0,1422.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
857@x_name@DESC,Bar,Extra Hard,9.878,29.6339,3,4082,1032,5114,1360.6667,344.0,1704.6667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
859@x_name@ASC,Bar,Medium,7.1644,7.1644,1,794,253,1047,794.0,253.0,1047.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
862@y_name@DESC,Bar,Medium,13.7482,13.7482,1,969,491,1460,969.0,491.0,1460.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
863@y_name@ASC,Bar,Medium,16.1388,16.1388,1,2134,573,2707,2134.0,573.0,2707.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
872@x_name@DESC,Bar,Medium,7.1136,28.4545,4,3533,1008,4541,883.25,252.0,1135.25,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
882@x_name@DESC,Bar,Hard,8.7381,26.2144,3,4039,925,4964,1346.3333,308.3333,1654.6667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
884@x_name@DESC,Bar,Extra Hard,9.767,19.5339,2,1989,695,2684,994.5,347.5,1342.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1302@x_name@ASC,Bar,Hard,15.0479,15.0479,1,1145,537,1682,1145.0,537.0,1682.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1304@y_name@ASC,Bar,Easy,5.1122,20.4488,4,3308,722,4030,827.0,180.5,1007.5,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1307@y_name@DESC,Bar,Hard,10.1262,30.3785,3,3795,1081,4876,1265.0,360.3333,1625.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1311@y_name@ASC,Bar,Hard,7.4639,7.4639,1,1256,266,1522,1256.0,266.0,1522.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1315@y_name@ASC,Bar,Hard,43.3786,43.3786,1,5589,1537,7126,5589.0,1537.0,7126.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1320@y_name@ASC,Bar,Medium,6.7792,13.5583,2,1958,472,2430,979.0,236.0,1215.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1322@x_name@ASC,Bar,Extra Hard,18.7527,37.5053,2,4112,1312,5424,2056.0,656.0,2712.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
364@y_name@ASC,Bar,Medium,6.7758,20.3273,3,2714,706,3420,904.6667,235.3333,1140.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
365@x_name@ASC,Bar,Medium,6.923,13.846,2,1801,485,2286,900.5,242.5,1143.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2436@y_name@DESC,Bar,Medium,6.6252,13.2505,2,1720,463,2183,860.0,231.5,1091.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2439@x_name@ASC,Bar,Hard,6.9124,13.8248,2,1738,485,2223,869.0,242.5,1111.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2441@x_name@DESC,Bar,Medium,7.7254,7.7254,1,857,272,1129,857.0,272.0,1129.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2127@x_name@ASC,Bar,Medium,6.6695,6.6695,1,778,234,1012,778.0,234.0,1012.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2135@x_name@DESC,Bar,Medium,7.4142,14.8284,2,1500,522,2022,750.0,261.0,1011.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2143@y_name@DESC,Bar,Hard,8.1004,8.1004,1,875,288,1163,875.0,288.0,1163.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1149@x_name@DESC,Bar,Medium,7.2211,14.4422,2,1852,504,2356,926.0,252.0,1178.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1150@y_name@ASC,Bar,Medium,6.9754,13.9508,2,1740,485,2225,870.0,242.5,1112.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2814@y_name@ASC,Bar,Medium,7.1179,21.3537,3,2329,750,3079,776.3333,250.0,1026.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2815@x_name@DESC,Stacked Bar,Hard,8.2064,8.2064,1,782,289,1071,782.0,289.0,1071.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2816@y_name@ASC,Bar,Medium,6.6237,13.2475,2,1551,463,2014,775.5,231.5,1007.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2823@x_name@ASC,Bar,Hard,9.6873,9.6873,1,1123,333,1456,1123.0,333.0,1456.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2827@y_name@ASC,Bar,Medium,7.0071,28.0282,4,3868,987,4855,967.0,246.75,1213.75,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3261@y_name@ASC,Bar,Medium,7.2762,21.8287,3,2265,771,3036,755.0,257.0,1012.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3266@x_name@DESC,Bar,Medium,9.4118,47.0591,5,4633,1670,6303,926.6,334.0,1260.6,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2698@y_name@DESC,Bar,Medium,8.1859,16.3717,2,1654,581,2235,827.0,290.5,1117.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2702@y_name@DESC,Bar,Medium,6.7926,20.3777,3,2484,727,3211,828.0,242.3333,1070.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2626@y_name@ASC,Bar,Hard,8.0726,8.0726,1,1355,281,1636,1355.0,281.0,1636.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2629@x_name@ASC,Bar,Medium,6.3671,12.7342,2,2067,449,2516,1033.5,224.5,1258.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
7@y_name@ASC,Bar,Medium,8.0002,56.0015,7,7684,1985,9669,1097.7143,283.5714,1381.2857,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
11@y_name@ASC,Stacked Bar,Hard,10.6363,31.9089,3,3798,1131,4929,1266.0,377.0,1643.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
12@x_name@ASC,Bar,Medium,11.2624,33.7873,3,3966,1188,5154,1322.0,396.0,1718.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
17@y_name@DESC,Bar,Medium,6.8155,20.4464,3,2753,723,3476,917.6667,241.0,1158.6667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
22@y_name@ASC,Bar,Hard,9.6363,38.5452,4,5162,1345,6507,1290.5,336.25,1626.75,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
24@x_name@ASC,Bar,Medium,6.646,6.646,1,921,234,1155,921.0,234.0,1155.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
26@y_name@ASC,Bar,Hard,8.6129,17.2257,2,2066,610,2676,1033.0,305.0,1338.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
30@y_name@ASC,Bar,Hard,8.6672,43.336,5,4263,1537,5800,852.6,307.4,1160.0,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2575@y_name@ASC,Bar,Hard,8.0662,8.0662,1,962,280,1242,962.0,280.0,1242.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2581@y_name@DESC,Bar,Hard,9.8855,19.7709,2,2327,692,3019,1163.5,346.0,1509.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2582@y_name@DESC,Bar,Hard,7.3834,7.3834,1,1165,259,1424,1165.0,259.0,1424.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
