id,chart,hardness,avg_inference_time,total_inference_time,inference_count,total_prompt_tokens,total_response_tokens,total_tokens,avg_prompt_tokens,avg_response_tokens,avg_total_tokens,token_count,code execution_fail_rate,surface-form check_fail_rate,deconstruction_fail_rate,chart type check_fail_rate,data check_fail_rate,order check_fail_rate,layout check_fail_rate,scale and ticks check_fail_rate,invalid_rate,illegal rate,pass_rate,readability_score,quality_score,is_multi_table,text_model,vision_model
3056,Grouping Scatter,Medium,5.2487,5.2487,1,6165,596,6761,6165.0,596.0,6761.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3063,Pie,Medium,3.5667,10.7002,3,15947,1224,17171,5315.6667,408.0,5723.6667,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3064,Bar,Medium,3.604,10.8119,3,16284,1236,17520,5428.0,412.0,5840.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3067,Bar,Easy,5.2231,5.2231,1,5804,596,6400,5804.0,596.0,6400.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3068,Pie,Medium,4.7911,4.7911,1,5083,554,5637,5083.0,554.0,5637.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3070,Pie,Easy,8.1044,32.4176,4,32523,3751,36274,8130.75,937.75,9068.5,4,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.25,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3079,Grouping Scatter,Easy,10.0083,20.0166,2,16306,2349,18655,8153.0,1174.5,9327.5,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3085,Grouping Scatter,Easy,8.4063,16.8126,2,17192,1971,19163,8596.0,985.5,9581.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3097,Grouping Scatter,Easy,9.0434,9.0434,1,7570,1053,8623,7570.0,1053.0,8623.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3121,Scatter,Easy,3.5153,14.0611,4,20572,1607,22179,5143.0,401.75,5544.75,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3139,Pie,Easy,2.7982,2.7982,1,8671,315,8986,8671.0,315.0,8986.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3150,Pie,Easy,2.9334,5.8667,2,10276,673,10949,5138.0,336.5,5474.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3165,Grouping Scatter,Easy,4.9576,4.9576,1,6248,567,6815,6248.0,567.0,6815.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3171,Grouping Scatter,Easy,5.7948,5.7948,1,6368,666,7034,6368.0,666.0,7034.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3177,Grouping Scatter,Easy,9.23,9.23,1,8770,1083,9853,8770.0,1083.0,9853.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3198,Pie,Easy,2.4141,2.4141,1,4668,273,4941,4668.0,273.0,4941.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3207,Bar,Easy,6.9496,13.8992,2,13442,1618,15060,6721.0,809.0,7530.0,2,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3213,Pie,Medium,3.0152,3.0152,1,4642,347,4989,4642.0,347.0,4989.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3215,Pie,Easy,1.894,3.7879,2,9254,425,9679,4627.0,212.5,4839.5,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3222,Bar,Hard,2.7636,2.7636,1,5115,280,5395,5115.0,280.0,5395.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3227,Stacked Bar,Extra Hard,8.2377,8.2377,1,8373,961,9334,8373.0,961.0,9334.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3229,Bar,Hard,2.2218,6.6655,3,15343,738,16081,5114.3333,246.0,5360.3333,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3230,Bar,Medium,2.302,4.6039,2,10262,510,10772,5131.0,255.0,5386.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
